"doc_id","from","text"
"202","OBI-WAN","wound's treatment"
"203","ANAKIN","hired"
"204","ZAM WESELL","bounty hunter called"
"205","OBI-WAN","toxic dart"
"206","PADME","representative binks count"
"207","JAR JAR","yousa betchen mesa bottums"
"208","PADME",""
"209","JAR JAR","pardone-ay senator honoured accept heavy burden responsibility deep humility tinged overwhelming pride day called"
"210","PADME","good friend jar jar hold great deal"
"211","JAR JAR","m'lady"
"212","PADME","idea hiding"
"213","ANAKIN","worry council ordered investigation master obi-wan long find bounty hunter"
"214","PADME","worked year defeat military creation act fate decided"
"215","ANAKIN","pride requested"
"216","PADME","pride annie young firm grip politics suggest reserve opinions time"
"217","ANAKIN","m'lady"
"218","PADME","annie"
"219","ANAKIN","call"
"220","PADME",""
"221","ANAKIN","annie"
"222","PADME","called"
"223","ANAKIN","anakin annie boy"
"224","PADME","anakin impossible deny grown"
"225","ANAKIN","master obi-wan manages"
"226","PADME","mentors faults grow"
"227","ANAKIN","wrong obi-wan great mentor wise master yoda powerful master windu thankful apprentice padawan learner ways lot ways ahead ready trials believes unpredictable jedi age trials made started training late move"
"228","PADME","frustrating"
"229","ANAKIN","worse overly critical listens understand fair"
"230","PADME","sounded boy knew"
"231","ANAKIN","whining"
"232","PADME","hurt"
"233","ANAKIN",""
"234","PADME","anakin"
"235","PADME","grow fast"
"236","ANAKIN","grown"
"237","PADME",""
"238","ANAKIN",""
"239","PADME","thinking"
"240","ANAKIN","ahh jedi powers"
"241","PADME","makes feel uncomfortable"
"242","ANAKIN","m'lady"
"243","CAPTAIN TYPHO","safe m'lady"
"244","PADME","captain good care dorme threat's"
"245","DORME","safe"
"246","PADME","fine"
"247","DORME","m'lady worry realise"
"248","PADME","jedi protector prove grown"
"249","OBI-WAN","anakin stay put naboo attract attention absolutely checking council"
"250","ANAKIN","master"
"251","OBI-WAN","bottom plot quickly m'lady back time"
"252","PADME","grateful speed master jedi"
"253","ANAKIN","time"
"254","PADME",""
"255","OBI-WAN","force"
"256","ANAKIN","force master"
"257","PADME","suddenly afraid"
"258","ANAKIN","kinda scared assignment"
"259","PADME","worry artoo"
"260","OBI-WAN","hope foolish"
"261","CAPTAIN TYPHO","concerned"
"262","PK-4","place subject analysis sensor tray"
"263","OBI-WAN","toxic dart made"
"264","PK-4","moment"
"265","PK-4","screen subject weapon exist culture markings identified self-made warrior society"
"266","OBI-WAN","excuse"
"267","PK-4","master jedi records cover percent galaxy"
"268","OBI-WAN","assistance figure"
"269","SERVER","moving moving"
"270","FOOD SERVER","hey droids"
"271","ANAKIN","mom"
"272","ANAKIN",""
"273","PADME","nightmare"
"274","PADME","hungry"
"275","ANAKIN",""
"276","PADME","lightspeed ago"
"277","ANAKIN","forward naboo thought day left beautiful place"
"278","PADME","boy remember"
"279","ANAKIN","time mature feelings enhance perception"
"280","PADME","difficult sworn life jedi visit places things"
"281","ANAKIN","people love"
"282","PADME","allowed love thought forbidden jedi"
"283","ANAKIN","attachment forbidden possession forbidden compassion define unconditional love central jedi's life encouraged love"
"284","PADME","changed"
"285","ANAKIN","changed bit remember dreams doubt naboo changed"
"286","PADME",""
"287","ANAKIN","wait breathe sweet breeze rolling hills visualise force hills"
"288","ANAKIN","love naboo"
"289","PADME","dreaming mother earlier"
"290","ANAKIN","left tatooine long ago memory fading lose recently dreams vivid dreams scary dreams worry"
"291","HERMIONE BAGWA","ya"
"292","OBI-WAN","dexter"
"293","HERMIONE BAGWA","waddya"
"294","OBI-WAN","trouble personal"
"295","HERMIONE BAGWA","ya honey jedi"
"296","DEXTER JETTSTER","obi-wan"
"297","OBI-WAN","hey dex"
"298","DEXTER JETTSTER","seat ya"
"299","HERMIONE BAGWA","cup ardees"
"300","OBI-WAN",""
"301","DEXTER JETTSTER","hey ol buddy"
"302","OBI-WAN","hey dex"
"303","DEXTER JETTSTER","friend ya"
"304","OBI-WAN",""
"305","DEXTER JETTSTER","whattaya"
"306","DEXTER JETTSTER","prospecting subterrel outer rim"
"307","OBI-WAN",""
"308","DEXTER JETTSTER","baby belongs cloners kamino saberdart"
"309","OBI-WAN","kamino saberdart show analysis archive"
"310","DEXTER JETTSTER","funny cuts side give analysis droids focus symbols jedi respect difference knowledge wisdom"
"311","OBI-WAN","dex droids kamino sound familiar part republic"
"312","DEXTER JETTSTER","outer rim twelve parsecs rishi maze south easy find droids archive find kaminoans cloners damned good"
"313","OBI-WAN","cloners friendly"
"314","DEXTER JETTSTER","depends"
"315","OBI-WAN","dex"
"316","DEXTER JETTSTER","good manners big pocketbook"
"317","ANAKIN","grew leave"
"318","PADME","doubt"
"319","ANAKIN","started training homesick lonely city mom pleasant things problem thought mom worse felt feel thought palace shimmers sunlight air smells flowers"
"320","PADME","soft sound distant waterfalls time capital young waterfall beautiful dreamed day live palace"
"321","ANAKIN","dream power politics girl"
"322","PADME","thing thought dream refugee relief movement thought running elected office history studied realised good politicians joined apprentice legislators senatorial advisor passion knew elected queen partly scored high education certificate part conviction reform youngest queen elected back ready"
"323","ANAKIN","people served thought good job heard amend constitution stay office"
"324","PADME","popular rule democracy annie people truthfully relieved terms parents worried blockade wait hoping family sisters amazing wonderful kids queen asked serve senator refuse"
"325","ANAKIN","agree republic glad chose serve feel things happen generation change galaxy profound ways"
"326","PADME",""
"327","QUEEN JAMILLIA","worried glad safe padme"
"328","PADME","highness served staying coruscant vote"
"329","SIO BIBBLE","circumstances senator decision highness made"
"330","QUEEN JAMILLIA","systems joined count dooku separatists"
"331","PADME","hundred leaving republic day senate votes create army push civil war"
"332","SIO BIBBLE","unthinkable full-scale war formation republic"
"333","QUEEN JAMILLIA","negotiations bring separatists back republic"
"334","PADME","feel threatened separatists army provoked move defend time money build army guess turn commerce guilds trade federation"
"335","QUEEN JAMILLIA","armies commerce senate restrain"
"336","PADME","afraid chancellor's efforts bureaucrats judges senators payrolls guilds"
"337","SIO BIBBLE","outrageous hearings trials supreme court nute gunray viceroy trade federation money mongers control"
"338","QUEEN JAMILLIA","remember counsellor courts reduce federation's armies move direction"
"339","PADME","rumours highness federation army reduced ordered"
"340","ANAKIN","jedi allowed investigate dangerous economy told"
"341","QUEEN JAMILLIA","faith republic day stop believing democracy work day lose"
"342","PADME","pray day"
"343","QUEEN JAMILLIA","meantime safety"
"344","QUEEN JAMILLIA","suggestion master jedi"
"345","PADME","anakin's jedi counsellor padawan learner thinking"
"346","ANAKIN","hey hold minute"
"347","PADME","excuse thinking stay lake country places isolated"
"348","ANAKIN","excuse charge security m'lady"
"349","PADME","annie life risk home wise advantage knowledge instance"
"350","ANAKIN","m'lady"
"351","SIO BIBBLE","lake country remote part naboo people clear view surrounding terrain"
"352","QUEEN JAMILLIA","perfect settled"
"353","QUEEN JAMILLIA","padme audience father yesterday told happening hopes visit mother leave family's worried"
"354","JOCASTA NU","call assistance"
"355","OBI-WAN",""
"356","JOCASTA NU","powerful face brilliant jedi privilege knowing"
"357","OBI-WAN","understood quit twenty jedi left order"
"358","JOCASTA NU","lost twenty count dooku recent painful likes talk leaving great loss order"
"359","OBI-WAN","happened"
"360","JOCASTA NU","bit step decisions council master qui-gon jinn"
"361","OBI-WAN",""
"362","JOCASTA NU","alike ways individual thinkers idealists"
"363","JOCASTA NU","striving powerful jedi wanted lightsaber style fencing match knowledge force unique end left lost faith republic believed politics corrupt felt jedi betrayed serving politicians high expectations government disappeared ten years showed recently head separatist movement"
"364","OBI-WAN","interesting understand"
"365","JOCASTA NU","call history lesson problem master kenobi"
"366","OBI-WAN","find planet system called kamino show archive charts"
"367","JOCASTA NU","kamino system familiar"
"368","JOCASTA NU","co-ordinates"
"369","OBI-WAN","information quadrant south rishi maze"
"370","JOCASTA NU","co-ordinates sounds kind directions street tout miner furbog trader"
"371","OBI-WAN",""
"372","JOCASTA NU","exists"
"373","OBI-WAN","absolutely"
"374","JOCASTA NU","gravitational scan"
"375","JOCASTA NU","inconsistencies planet destroyed"
"376","OBI-WAN","record"
"377","JOCASTA NU","recent hate system searching exist"
"378","OBI-WAN","impossible archives incomplete"
"379","JOCASTA NU","archives comprehensive totally secure young jedi thing absolutely item records exist"
"380","PADME","house"
"381","PADME","shy"
"382","ANAKIN",""
"383","RYOO","aunt padme aunt padme"
"384","POOJA","aunt padme aunt padme"
"385","PADME","ryoo pooja"
"386","PADME","happy anakin anakin ryoo pooja"
"387","RYOO","artoo"
"388","POOJA","artoo"
"389","SOLA","eating jev narran's mom snack fine"
"390","PADME","anakin sister sola"
"391","SOLA","anakin"
"392","ANAKIN",""
"393","JOBAL","time dinner hope hungry anakin"
"394","ANAKIN",""
"395","PADME","polite mom starving"
"396","RUWEE","place time sit son"
"397","JOBAL","honey good safe worried"
"398","RUWEE","dear"
"399","JOBAL",""
"400","SOLA","exciting anakin boyfriend sister's brought home"
"401","PADME","sola boyfriend jedi assigned senate protect"
"402","JOBAL","bodyguard padme"
"403","PADME","mom promise anakin's friend years remember boy jedi blockade crisis"
"404","PADME","grew"
"405","JOBAL","honey settle life"
"406","PADME","mom danger"
"407","RUWEE",""
"408","ANAKIN","afraid"
"409","PADME",""
"410","RUWEE","traveled happy"
"411","ANAKIN","padme tells teach university"
"412","RUWEE","builder worked refugee relief movement young"
"413","SOLA","told"
"414","PADME","talk boy"
"415","SOLA","boy"
"416","PADME","sola stop"
"417","SOLA","obvious feelings baby sister noticed"
"418","PADME","baby sister sola anakin friends relationship strictly professional mom stop"
"419","SOLA","noticed afraid"
"420","PADME","cut"
"421","JOBAL","sola's concerned"
"422","PADME","mom impossible important"
"423","JOBAL","service padme time life missing"
"424","RUWEE","son thing danger daughter"
"425","ANAKIN","attempts life chances there'll master tracking assassins find situation long"
"426","RUWEE","happen"
"427","ANAKIN",""
"428","PADME","worry long"
"429","ANAKIN","dark"
"430","ANAKIN","live home"
"431","PADME","move place official residences warmth feel good feel home"
"432","ANAKIN","real home home mom"
"433","ANAKIN",""
"434","PADME","relief group shadda-bi-boran sun imploding planet dying helping relocate children holding n'a-kee-tula means sweetheart full life kids save died adapt live native planet"
"435","PADME","day apprentice legislator notice difference"
"436","YODA","feel force younglings visitor"
"437","CHILDREN","master obi-wan"
"438","OBI-WAN","disturb master"
"439","YODA",""
"440","OBI-WAN","i’m planet friend trust system doesn’t show archive maps"
"441","YODA","interesting puzzle gather round map reader younglings master obi-wan lost planet find"
"442","OBI-WAN","isn’t gravity pulling stars area spot star isn’t"
"443","YODA","interesting gravity’s silhouette remains star planets disappeared"
"444","JEDI CHILD JACK","erased archive memory"
"445","CHILDREN","that’s that’s happened erased"
"446","JEDI CHILD MAY","planet blew gravity"
"447","YODA","wonderful mind child uncluttered centre pull gravity find planet"
"448","OBI-WAN","master yoda erased information archives that’s impossible isn’t"
"449","YODA","harder answer question"
"450","PADME","level school retreat island swim day love water"
"451","ANAKIN","guess growing desert planet"
"452","PADME","lie sand sun dry guess names birds singing"
"453","ANAKIN","don’t sand it’s coarse rough irritating everything’s soft smooth"
"454","PADME","man lived island make glass sand vases necklaces glass magical"
"455","ANAKIN","magical"
"456","PADME","glass water ripples moves looked real wasn’t"
"457","ANAKIN","real real real"
"458","PADME","looked deeply glass lose"
"459","ANAKIN","true"
"460","PADME",""
"461","ANAKIN","mind longer"
"462","PADME","situation stress"
"463","ANAKIN","view"
"464","MACE WINDU","wary disturbance force growing stronger"
"465","OBI-WAN","concerned padawan ready"
"466","YODA","council confident decision obi-wan"
"467","MACE WINDU","exceptional skills council confident decision obi-wan prophecy true bring balance force"
"468","OBI-WAN","learn abilities made arrogant realise master yoda knew beginning boy start training"
"469","MACE WINDU",""
"470","OBI-WAN","master assignment afraid anakin protect senator"
"471","MACE WINDU",""
"472","OBI-WAN","emotional connection boy confused distracted"
"473","MACE WINDU","obi-wan faith path"
"474","OBI-WAN","master yoda gained insight war"
"475","MACE WINDU","probing dark side dangerous process seclusion days force"
"476","PADME",""
"477","ANAKIN",""
"478","PADME","stop"
"479","PADME","anakin"
"480","ANAKIN","supposed fun master obi-wan grumpy"
"481","ANAKIN",""
"482","PADME",""
"483","ANAKIN",""
"484","PADME","jedi intuition"
"485","ANAKIN","work mind muddle"
"486","PADME","anakin"
"487","ANAKIN","moment met years ago day thought close agony closer worse thought makes stomach turn mouth dry feel dizzy breathe haunted kiss heart beating hoping kiss scar soul tormenting"
"488","ANAKIN","suffering"
"489","PADME",""
"490","ANAKIN","anything's padme listen"
"491","PADME","listen live real world back studying jedi knight senator follow thoughts conclusion place feel"
"492","ANAKIN","feel extraordinary connection deny"
"493","PADME","annie make difference jedi allowed marry swore oath remember expelled order give responsibilities future"
"494","ANAKIN","destined jedi rational feelings"
"495","PADME","give throw life important things fall love"
"496","ANAKIN","secret"
"497","PADME","living lie wanted mt sister mother anakin live"
"498","ANAKIN","destroy"
"499","TAUN WE","tipoca city master jedi"
"500","TAUN WE","ready prime minister expects"
"501","OBI-WAN","expected"
"502","TAUN WE","anxious years beginning coming"
"503","TAUN WE","present lama su prime minister kamino master jedi"
"504","OBI-WAN","obi-wan kenobi"
"505","LAMA SU",""
"506","LAMA SU","trust enjoy stay happy arrived part season"
"507","OBI-WAN","make feel"
"508","LAMA SU","business delighted hear schedule hundred thousand units ready million"
"509","OBI-WAN","good news"
"510","LAMA SU","master sifo-dyas confidence order met time full hope"
"511","OBI-WAN","master"
"512","LAMA SU","jedi master sifo-dyas leading member jedi council"
"513","OBI-WAN","sifo-dyas"
"514","LAMA SU","anxious inspect units"
"515","OBI-WAN",""
"516","PADME",""
"517","ANAKIN",""
"518","PADME","jedi mind tricks"
"519","ANAKIN","work weak-minded weak-minded"
"520","PADME","palo twelve legislative youth program years older cute dark curly hair dreamy eyes"
"521","ANAKIN","picture happened"
"522","PADME","queen artist"
"523","ANAKIN","smart"
"524","PADME","politicians"
"525","ANAKIN","system works"
"526","PADME","work"
"527","ANAKIN","system politicians sit discuss problems agree interests people"
"528","PADME","trouble people agree fact"
"529","ANAKIN","made"
"530","PADME","make"
"531","ANAKIN",""
"532","PADME",""
"533","ANAKIN",""
"534","PADME",""
"535","ANAKIN","wise"
"536","PADME","sounds awful lot dictatorship"
"537","ANAKIN","works"
"538","PADME","making fun"
"539","ANAKIN","frightened tease senator"
"540","PADME","bad"
"541","ANAKIN","carrying weight universe shoulders"
"542","LAMA SU","magnificent"
"543","LAMA SU","modified genetic structure make independent original host result totally obedient taking order question"
"544","OBI-WAN","original host"
"545","LAMA SU","bounty hunter called jango fett felt jedi perfect choice sifo-dyas hand picked jango fett"
"546","OBI-WAN","bounty hunter"
"547","LAMA SU","hundred thousand clones genetic pattern starts fade fresh supply lives free pleases"
"548","LAMA SU","pay considerable fett demanded thing unaltered clone curious"
"549","OBI-WAN","unaltered"
"550","LAMA SU","pure genetic replication tampering structure make docile growth acceleration"
"551","OBI-WAN","meet jango fett"
"552","TAUN WE","happy arrange"
"553","OBI-WAN","mentioned growth acceleration"
"554","LAMA SU","essential mature clone lifetime grow half time items parade ground started ten years ago sifo-dyas order mature…"
"555","OBI-WAN",""
"556","LAMA SU","years ago"
"557","LAMA SU","immensely superior droids capable independent thought action"
"558","OBI-WAN","impressive"
"559","LAMA SU","hoped pleased"
"560","OBI-WAN","prime minister master sifo-dyas contacted order"
"561","LAMA SU","army republic"
"562","OBI-WAN","republic"
"563","LAMA SU","count dooku secessionist movement proud republic"
"564","TAUN WE","arranged meet jango fett morning sleep"
"565","OBI-WAN","arfour arfour"
"566","OBI-WAN","arfour relay scramble code coruscant care folks home"
"567","OBI-WAN","heard jedi called sifo-dyas master"
"568","MACE WINDU","order jedi assure"
"569","OBI-WAN","strong feeling bounty hunter assassin"
"570","YODA","working discover"
"571","OBI-WAN","master find clone army force"
"572","MACE WINDU","clone army ordered senate someone's start war"
"573","YODA","inform chancellor"
"574","MACE WINDU","impostor sifo-dyas"
"575","ANAKIN","nononomomdon't"
"576","ANAKIN",""
"577","PADME","disturb"
"578","ANAKIN","presence soothing"
"579","PADME","nightmare night"
"580","ANAKIN","jedi nightmares"
"581","PADME","heard"
"582","ANAKIN","mother suffering padme painthey're killing disobeying mandate protect senator punished possibly thrown jedi order padme choice"
"583","PADME","annie told give future continue protect disobeying mandate"
"584","ANAKIN","master obi-wan"
"585","PADME","guess"
"586","TAUN WE","boba father"
"587","TAUN WE",""
"588","BOBA FETT",""
"589","BOBA FETT","dad taun we's"
"590","TAUN WE","back jango trip productive"
"591","JANGO FETT","fairly"
"592","TAUN WE","jedi master obi-wan"
"593","JANGO FETT",""
"594","OBI-WAN","clones impressive proud"
"595","JANGO FETT","simple man make universe master jedi"
"596","OBI-WAN",""
"597","OBI-WAN","made interior coruscant"
"598","JANGO FETT",""
"599","OBI-WAN","recently"
"600","JANGO FETT","possibly"
"601","OBI-WAN","master sifo-dyas"
"602","JANGO FETT","boba close door"
"603","JANGO FETT","master"
"604","OBI-WAN","sifo-dyas isn’t jedi hired job"
"605","JANGO FETT","heard recruited man called darth tyranus moons bogden"
"606","OBI-WAN","thought"
"607","TAUN WE","sifo-dyas told expect showed jedi master jedi’s involvement secret arrival master requested"
"608","OBI-WAN","curious"
"609","JANGO FETT","army"
"610","OBI-WAN","army clones"
"611","JANGO FETT","job guarantee"
"612","OBI-WAN","forward action time jango"
"613","JANGO FETT","pleasure meet jedi"
"614","BOBA FETT","dad"
"615","ANAKIN","wait"
"616","WATTO",""
"617","ANAKIN","excuse watto"
"618","WATTO",""
"619","ANAKIN","excuse"
"620","WATTO","shut"
"621","WATTO","jedi"
"622","ANAKIN",""
"623","ANAKIN","shmi skywalker"
"624","WATTO","annie annie naaaah"
"625","WATTO","annie womp rat"
"626","WATTO","sprouted weehoo jedi waddya hey couldda wit deadbeats owe"
"627","ANAKIN","mother"
"628","WATTO","yeah shmi mine sold"
"629","ANAKIN","sold"
"630","WATTO","years ago anne business business sold moisture farmer named lars lars heard freed married ya beat"
"631","ANAKIN",""
"632","WATTO","long someplace side mos eisley"
"633","ANAKIN",""
"634","WATTO","yeah absolutely records"
"635","LAMA SU","council battalions ready remind troops time grow"
"636","OBI-WAN","forget"
"637","BOBA FETT","dad"
"638","PADME","stay ship artoo"
"639","C-3PO","good evening"
"640","ANAKIN","threepio"
"641","C-3PO","master anakin goodness miss padme"
"642","PADME","threepio"
"643","ANAKIN","mother"
"644","C-3PO","dear terribly master annie"
"645","PADME","threepio happened"
"646","C-3PO","inside"
"647","C-3PO","master lars master owen"
"648","ANAKIN","anakin skywalker mother"
"649","OWEN","owen lars guess step-brother girlfriend beru"
"650","BERU",""
"651","PADME","padme"
"652","OWEN","feeling show day"
"653","ANAKIN","mother"
"654","CLIEGG",""
"655","CLIEGG","cliegg lars shmi wife inside lot talk"
"656","CLIEGG","dawn hunting party tusken raiders"
"657","CLIEGG","mother early pick mushrooms grow vaporators tracks halfway tuskens walk men vicious mindless monsters thirty back ride heal"
"658","CLIEGG","wanted meet son mother planned give month hope lasted long"
"659","OWEN",""
"660","ANAKIN","find mother"
"661","PADME","annie"
"662","CLIEGG","dead son accept"
"663","ANAKIN","feel pain find alive"
